Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
9,4,7,1300,1,47,52,279,N
10,27,5,1129,6,45,5,185,N
1,6,4,904,2,92,0,1021,N
11,26,7,1445,11,51,41,191,N
2,6,1,1914,0,12,88,1562,N
4,6,4,1815,11,86,12,853,N
12,19,2,1759,0,57,37,2585,N
9,6,3,1146,2,82,35,569,N
11,6,1,823,4,48,137,254,N
1,18,3,716,1,34,51,2125,N
4,11,2,857,9,23,5,733,N
12,28,3,1341,10,13,11,299,Y
6,18,6,1155,4,90,144,321,N
7,31,7,1250,7,82,41,1024,N
4,28,4,1245,10,23,96,552,Y
2,3,4,1215,7,82,25,497,Y
10,9,7,2040,4,10,26,647,Y
7,21,5,817,10,2,88,612,N
9,2,5,1453,6,16,55,626,N
3,30,3,829,0,27,11,733,N
7,27,3,1143,10,23,63,157,Y
5,6,6,1007,6,113,13,270,N
12,3,7,1244,4,156,91,759,Y
9,28,4,1927,10,23,14,296,N
5,13,5,1030,4,76,144,570,N
4,4,1,1415,2,60,16,1008,Y
3,24,5,1940,4,76,44,276,Y
5,11,4,1705,3,16,186,200,N
6,15,3,1610,6,82,41,1024,N
5,30,1,1536,12,129,6,561,N
4,29,6,1038,5,57,27,1145,Y
6,4,6,1115,0,90,88,1367,N
7,4,1,1309,2,51,22,1201,N
1,5,4,1209,6,0,61,595,N
10,11,2,613,10,112,0,408,N
9,16,5,2450,12,124,13,300,Y
6,8,4,842,4,8,10,333,N
6,22,4,925,0,32,11,1829,N
4,27,3,1335,5,74,27,288,N
12,6,3,2158,0,57,38,700,Y
7,2,7,615,2,48,12,668,N
4,3,7,1030,6,21,13,581,N
10,31,1,1724,18,7,17,1276,N
6,28,3,1446,5,142,16,228,N
6,12,1,1835,4,25,31,258,N
9,29,4,2244,18,11,2,1825,N
6,29,4,1911,0,118,0,328,Y
3,25,5,953,20,0,1,403,Y
12,4,1,1835,4,32,20,308,N
11,2,4,600,12,96,13,552,N
4,4,1,1815,3,40,34,291,N
11,10,5,929,4,35,91,1642,N
7,22,5,1739,0,39,20,2475,Y
4,30,6,1246,10,60,38,416,N
12,8,5,1545,1,10,60,602,N
2,28,2,856,9,23,77,2072,N
4,18,1,1034,10,13,0,624,N
7,11,1,1559,1,17,23,156,N
10,29,6,955,4,25,17,304,N
8,18,4,1232,19,21,5,1076,N
10,27,5,1610,4,76,115,187,Y
8,10,3,1340,7,82,51,335,N
12,9,5,1139,8,170,89,183,N
1,10,2,1956,3,144,37,326,Y
8,12,5,1003,3,118,60,419,N
5,22,1,1910,2,92,19,317,N
11,21,1,1008,4,10,31,256,N
5,20,5,1542,13,19,88,413,Y
11,29,2,600,4,48,103,237,N
1,1,7,2038,7,82,114,416,N
4,16,7,1239,0,23,37,1846,N
3,27,7,1245,3,28,107,326,N
10,25,2,1954,1,67,97,499,Y
9,1,4,2226,6,25,13,1891,N
12,7,3,1915,18,10,0,868,N
6,21,3,1128,10,181,11,240,Y
12,26,1,2254,2,51,17,1009,N
6,11,7,1655,3,50,11,978,N
7,30,6,1909,6,82,38,390,Y
5,6,5,1424,3,217,11,130,N
4,27,4,1359,11,60,9,2401,N
10,4,3,1254,6,0,129,151,N
4,1,5,913,7,82,98,282,N
10,2,1,608,1,27,50,335,N
9,30,5,1050,4,20,73,389,Y
5,17,3,2108,4,48,27,440,Y
8,15,2,1237,3,34,169,267,N
5,12,5,2125,4,4,103,405,Y
6,7,3,1723,14,105,51,256,N
10,14,5,1731,5,66,20,1979,N
11,7,2,1303,3,189,60,423,N
5,27,5,2108,6,0,82,214,N
8,16,2,2030,20,94,13,528,Y
8,11,4,1519,6,0,11,606,Y
11,23,3,1754,4,8,68,361,Y
12,17,7,1355,9,23,105,612,N
7,12,3,1643,4,55,2,448,N
2,16,4,708,0,32,28,342,N
2,7,2,1351,0,57,11,1197,N
9,16,5,1039,10,82,0,812,N
2,17,4,1712,9,3,65,649,N
12,21,4,2135,14,94,11,344,Y
4,8,5,927,18,39,31,2248,N
4,10,7,1027,6,16,0,988,N
1,3,1,2105,17,4,16,349,N
5,14,6,2318,13,19,48,228,Y
9,5,1,1043,11,51,88,1597,N
9,7,3,1017,0,0,61,595,Y
11,12,6,1158,4,21,47,197,N
11,18,6,905,5,7,37,1589,N
1,12,3,710,4,55,38,443,N
4,25,2,1755,3,88,11,760,Y
12,6,2,2106,10,60,38,416,Y
10,2,7,1405,4,81,40,237,N
1,11,2,658,5,43,3,211,N
5,22,7,1627,0,12,28,1205,N
1,24,1,750,7,82,11,264,Y
8,19,6,1344,4,30,42,564,N
8,29,2,1930,14,26,30,177,N
3,21,1,1401,1,56,105,814,N
5,3,2,1218,11,28,12,1635,N
7,10,1,613,8,149,9,224,N
1,29,7,1610,3,25,20,109,N
6,16,4,1808,20,0,0,732,N
9,25,1,1954,10,23,193,215,N
1,16,7,919,0,23,103,403,Y
11,27,1,852,3,117,37,304,N
6,16,4,1122,19,158,48,267,N
5,4,3,1849,11,56,12,787,N
5,5,5,1834,10,2,105,227,Y
7,12,2,600,4,54,31,345,N
9,16,5,930,4,144,17,369,N
8,18,5,1709,4,72,68,543,N
5,28,6,1051,6,2,13,356,N
8,19,6,1854,4,34,130,451,Y
11,5,7,2326,9,28,11,1846,N
6,5,1,824,0,51,0,224,N
1,29,6,1924,13,2,30,224,N
2,5,7,1901,15,3,31,629,N
9,26,1,622,9,30,37,679,N
11,28,1,850,4,25,31,258,N
5,15,1,1050,7,39,88,187,N
6,17,5,1027,5,7,104,228,N
3,17,5,1524,11,60,57,1065,N
1,5,4,1547,10,136,0,1337,Y
6,20,2,751,11,51,5,1416,N
1,31,1,1250,4,25,31,258,N
7,6,3,1507,3,16,37,599,N
6,28,3,1228,17,4,0,797,N
12,8,5,2313,5,53,20,2556,N
6,20,2,1725,3,23,146,462,N
10,4,2,805,4,20,28,404,N
4,12,3,817,20,12,1,984,N
3,21,2,753,4,144,68,325,N
9,23,5,725,4,86,127,787,N
2,7,2,733,2,51,40,217,N
12,22,5,1644,4,14,31,1772,N
12,26,1,1748,3,118,11,588,N
11,18,5,2212,19,60,1,938,Y
6,12,7,2034,2,60,22,284,N
9,15,5,658,4,22,74,562,N
7,24,7,2003,0,46,0,247,Y
4,8,5,1857,6,16,20,590,N
4,27,4,1932,4,11,10,386,N
9,14,3,1845,2,92,36,540,N
3,14,2,1110,9,3,177,152,N
11,21,1,1239,18,34,17,370,N
6,13,2,715,14,97,17,110,N
11,24,4,1055,2,51,67,838,N
5,26,5,1200,7,23,6,264,Y
6,2,5,1239,4,131,8,254,Y
2,14,2,1615,2,66,35,487,Y
4,18,1,1702,3,137,34,541,N
1,13,5,1629,6,67,5,214,N
12,14,3,1258,3,139,34,607,N
9,15,4,1802,6,0,137,321,Y
3,28,1,2010,4,20,55,480,Y
5,26,4,2259,3,34,229,123,N
7,22,5,855,0,12,11,802,N
4,18,1,915,4,4,31,1521,N
6,7,2,1400,6,0,48,760,N
6,16,4,1517,6,0,3,332,N
12,21,4,1410,12,155,13,714,N
12,6,2,1015,4,22,96,296,N
8,26,6,912,4,22,41,248,N
11,28,1,1129,2,113,12,817,N
1,26,3,1002,2,55,35,748,N
2,17,5,919,12,0,197,633,N
8,6,7,858,5,132,16,872,N
12,18,7,1714,3,16,68,588,N
5,27,6,815,4,42,47,842,N
10,17,2,932,5,66,16,528,N
9,1,4,1418,13,99,30,401,N
4,20,3,815,0,57,37,2585,N
12,3,6,2200,12,0,164,253,N
3,27,1,1827,3,3,279,829,N
2,13,1,748,11,92,61,1080,N
12,16,5,1336,6,32,13,2116,Y
7,16,7,1234,0,12,29,1302,N
7,25,1,1539,0,12,176,720,N
12,28,4,1940,4,20,28,404,N
2,17,4,1002,3,3,93,541,N
4,25,1,1506,4,76,41,192,Y
11,26,7,711,6,39,34,1989,N
7,18,1,1936,11,60,47,998,Y
5,20,5,1617,0,47,0,1302,N
8,29,2,1458,11,21,12,965,N
4,10,1,1708,9,17,60,1337,N
7,11,2,1329,3,220,34,150,N
6,24,5,737,6,23,34,1249,N
2,12,6,1938,7,82,98,282,N
2,19,7,1339,1,1,1,834,N
11,3,5,1931,10,12,95,313,N
8,23,2,1040,4,81,91,453,N
5,25,3,904,11,60,61,1086,N
12,24,7,1045,14,10,70,160,Y
12,4,1,1131,1,11,29,2176,N
4,4,2,630,7,147,6,70,N
8,30,2,627,0,32,11,1829,N
1,17,1,1816,12,109,13,457,Y
6,29,3,1508,15,10,60,602,N
3,31,4,1404,0,55,0,631,N
12,25,7,736,5,98,20,1814,N
12,10,7,2038,1,47,11,678,Y
7,10,7,1403,10,122,20,155,N
3,12,7,2205,11,21,35,1065,Y
12,26,1,614,10,1,61,1013,N
4,1,6,1820,7,82,4,614,N
12,11,1,1433,14,10,179,355,N
8,29,2,627,20,1,13,526,N
9,28,3,1610,4,100,127,328,N
1,6,5,2126,1,47,88,280,N
6,12,1,1120,0,48,88,1046,N
11,6,1,1438,6,0,38,356,N
1,4,2,1726,9,23,0,802,Y
12,13,2,1500,11,60,47,998,N
5,10,2,2157,5,7,80,981,Y
12,29,5,1347,1,66,51,500,Y
11,3,4,1530,11,51,41,191,N
2,2,4,557,9,67,11,612,N
4,23,7,700,10,99,0,922,N
6,2,4,629,20,19,13,533,N
9,13,2,900,5,66,57,1127,N
6,30,5,1509,5,7,257,144,N
12,25,7,2014,2,60,97,644,Y
8,23,3,1401,2,113,35,821,N
8,9,2,525,0,97,0,813,N
2,25,6,1519,6,0,31,1747,N
12,10,6,1100,4,97,20,451,N
4,12,3,727,0,23,5,733,N
5,16,1,659,5,7,3,700,Y
6,13,2,914,20,0,166,272,N
7,2,7,1759,7,27,43,834,N
2,11,5,1010,7,15,6,485,Y
6,9,4,2130,10,2,5,431,Y
1,17,1,1813,2,112,12,351,N
4,27,3,1444,11,51,60,861,Y
6,30,5,1746,4,46,91,192,N
7,29,6,1146,6,90,13,425,N
5,6,5,1240,18,34,17,370,N
3,31,5,1655,10,29,0,862,N
2,4,6,1735,7,39,8,892,N
7,28,4,2156,6,0,35,745,Y
6,21,3,1939,3,28,80,896,N
1,31,2,1306,6,12,13,732,N
6,16,5,1052,20,0,47,406,N
12,10,7,814,16,25,32,2541,N
5,25,4,1250,20,19,1,758,N
3,6,1,1151,21,53,32,100,N
9,8,5,1837,3,81,60,541,N
5,10,2,2227,3,28,58,262,N
5,27,6,939,11,60,37,2565,N
7,24,7,1503,17,128,39,2057,N
8,21,1,807,10,23,52,473,N
5,16,2,1700,10,57,82,806,N
6,28,3,1419,9,28,60,967,N
7,3,1,1547,0,30,11,1721,N
2,1,2,1400,4,21,127,925,N
8,20,7,1758,0,12,9,1660,N
12,10,7,1151,9,23,0,802,N
9,17,7,1926,2,51,106,1042,N
7,16,6,1715,8,230,284,41,N
12,28,4,1000,12,134,13,508,N
1,2,1,1904,0,12,20,1235,N
6,6,2,855,10,12,166,604,N
6,7,2,1700,3,40,60,649,N
1,23,7,1510,12,211,13,780,Y
9,12,2,800,10,215,0,140,N
5,17,3,925,4,8,17,325,N
5,25,3,749,11,51,1,853,N
3,14,2,1550,4,86,8,880,N
6,8,4,2034,9,19,10,2400,Y
11,25,5,937,6,21,13,581,N
8,1,1,1507,9,23,60,888,Y
11,16,4,1254,4,22,93,237,N
7,31,1,2110,4,55,127,588,N
9,25,1,641,9,13,60,589,N
12,6,2,1555,4,42,39,611,N
12,21,3,930,9,252,60,142,Y
9,8,5,1046,10,29,11,577,N
1,14,6,2005,4,55,47,612,N
12,4,1,1519,9,3,103,533,N
2,28,1,955,17,4,16,349,N
10,2,7,917,11,51,10,1608,N
1,28,5,635,4,46,74,496,N
1,27,5,906,5,60,27,487,N
4,25,2,203,8,62,9,1449,N
10,24,2,706,1,125,51,213,N
12,8,4,1414,5,5,123,369,N
5,28,7,1434,6,11,13,1747,N
10,3,1,1715,1,88,51,168,N
12,22,4,1611,0,34,48,2475,N
2,24,5,1945,14,17,16,930,N
1,29,6,1910,20,0,103,692,Y
4,30,7,1800,4,76,40,239,N
3,23,4,1941,1,21,88,1237,Y
7,21,5,1707,4,41,20,1363,Y
12,6,3,907,4,11,127,2106,Y
9,8,4,1643,6,249,13,1599,N
4,10,1,745,10,23,101,214,N
7,4,1,1853,4,22,96,296,N
1,26,3,1149,6,28,0,1464,N
4,19,2,942,7,82,4,614,N
7,17,1,1007,0,67,0,1192,N
3,2,3,2123,5,66,64,548,N
11,24,4,1503,10,92,5,418,Y
5,25,3,1535,12,129,6,561,N
7,26,2,1016,10,187,0,164,N
3,19,6,1455,4,86,8,880,N
4,11,2,642,5,114,27,240,N
10,20,4,1129,20,0,99,749,N
5,11,4,933,4,11,96,1295,Y
1,16,7,1712,6,0,85,303,N
8,22,2,1442,4,34,31,236,N
5,20,5,1002,1,47,51,448,Y
7,14,5,1821,0,48,88,1046,N
2,18,5,909,1,47,47,920,N
4,20,3,1329,6,0,47,406,N
2,28,2,1955,11,56,12,787,Y
7,6,3,855,0,129,0,281,N
10,26,3,1558,0,12,11,802,N
4,16,7,929,5,66,31,1750,Y
12,6,3,1609,4,4,27,229,N
9,14,4,1834,4,156,40,580,Y
9,4,1,1905,4,10,31,256,N
1,8,7,932,3,85,34,188,N
3,10,4,1305,18,11,17,256,N
6,9,4,1308,6,27,13,761,N
10,18,2,1141,5,98,31,1591,Y
12,24,6,558,3,181,11,240,N
9,7,4,757,10,193,11,135,N
3,17,4,1726,5,7,0,852,N
9,27,2,1341,0,12,112,592,N
9,22,5,2123,2,51,82,657,Y
2,8,2,857,10,27,38,431,Y
4,18,2,922,5,5,41,625,N
8,15,2,1532,1,1,1,834,N
4,17,1,2240,12,0,123,264,Y
6,12,1,1525,0,27,61,1097,N
10,6,4,1428,10,173,0,695,N
6,14,3,1509,4,4,4,423,Y
10,16,7,1520,7,58,6,170,N
4,12,2,1234,7,180,6,258,N
10,14,5,745,4,6,47,174,N
9,29,4,1855,6,0,76,545,Y
11,14,2,2056,2,92,5,418,Y
12,16,5,1955,20,4,88,861,Y
9,28,4,928,0,11,10,386,N
6,28,2,1920,1,17,17,1774,N
2,27,1,1525,4,143,1,972,Y
1,17,2,815,5,98,3,381,N
11,15,3,1928,5,66,116,56,N
3,3,4,1438,2,18,12,986,N
4,3,7,933,6,3,6,1069,Y
10,12,3,1547,3,54,37,192,N
11,15,2,1852,1,45,5,185,N
8,6,7,2359,1,11,68,407,N
2,15,3,1426,6,86,13,403,N
9,12,1,2150,18,34,31,236,Y
6,15,3,1330,4,4,103,405,N
1,7,6,826,5,156,16,981,N
8,4,5,846,4,11,60,629,Y
9,22,4,1027,5,66,69,74,N
5,8,1,1152,12,211,13,780,N
11,30,4,610,2,9,2,475,N
5,19,4,917,1,17,138,737,N
10,20,5,600,19,19,48,228,N
1,14,5,2036,4,41,53,313,Y
3,29,3,1130,4,50,20,1242,N
6,13,2,2143,4,34,31,236,N
6,19,7,1559,9,23,1,1005,N
12,12,2,1401,20,106,13,669,N
1,23,7,1546,18,34,17,370,N
4,28,5,1504,7,58,6,170,N
11,5,6,909,6,82,76,892,N
4,18,2,1515,5,30,16,1399,N
9,19,1,1701,5,7,27,528,N
4,15,5,826,10,63,37,372,N
1,11,2,955,10,34,55,109,N
2,4,5,1828,3,184,34,269,N
6,21,2,1732,6,9,6,661,N
5,1,7,2233,6,0,103,692,N
8,10,3,1418,2,51,3,469,N
6,30,4,1615,0,14,11,296,N
10,20,5,1655,20,135,47,429,Y
7,27,3,2014,11,6,35,1024,Y
3,29,3,725,2,41,2,694,N
3,13,1,1912,0,12,24,1616,Y
4,24,1,1939,0,12,119,281,N
1,6,5,1045,14,23,197,139,Y
7,14,5,836,0,10,0,868,N
3,22,2,2305,7,86,67,449,Y
4,11,2,1020,17,67,39,601,N
6,12,7,1531,6,47,13,665,Y
2,13,1,1205,2,14,12,986,Y
9,9,5,706,19,6,48,1028,N
4,26,3,645,4,112,91,359,N
10,18,3,1127,3,223,34,387,N
8,6,6,1630,4,72,31,762,N
10,31,1,1559,12,0,93,674,N
1,31,2,1350,14,0,30,533,N
10,25,3,1425,14,13,17,1149,N
8,15,2,725,0,12,11,802,N
11,28,1,1200,10,12,90,364,N
3,23,4,930,12,0,15,377,N
3,11,6,1619,20,0,51,227,N
2,15,2,1421,5,5,71,556,N
8,13,7,1322,8,25,24,933,N
12,5,1,956,12,0,27,594,N
3,21,1,607,9,20,60,910,N
4,13,3,907,4,47,17,2075,N
9,10,7,725,14,10,179,355,N
8,3,4,1938,3,102,37,329,N
3,1,3,914,5,5,57,851,N
10,19,4,1328,1,72,31,762,N
12,15,5,1654,20,0,79,528,Y
12,12,2,555,19,21,48,1069,N
5,20,5,705,7,59,48,1028,N
11,1,3,1726,14,105,51,256,N
11,14,2,1605,9,17,11,599,N
6,8,4,844,1,63,31,226,Y
10,13,5,2158,10,23,193,215,Y
1,6,4,827,3,34,152,86,N
10,27,5,1946,4,22,91,239,Y
1,9,7,2215,13,39,30,228,N
9,11,1,758,11,51,48,1417,N
10,8,7,855,5,66,5,501,N
9,18,7,1431,11,51,0,224,N
12,6,2,1505,3,34,102,209,N
4,25,2,2105,4,42,46,220,N
1,9,1,849,9,3,16,680,N
10,10,2,1715,12,0,149,191,N
5,2,2,1418,3,34,184,109,N
12,4,1,2110,3,23,25,760,Y
1,24,1,1941,3,20,110,207,N
6,29,4,841,2,10,12,1009,N
7,29,6,1053,3,175,60,525,N
10,11,3,1444,4,46,31,1069,N
5,10,3,1725,4,32,55,417,N
9,24,7,1022,6,12,13,732,Y
5,16,1,1440,2,60,106,605,N
7,26,2,1351,20,0,105,547,N
7,25,2,1208,4,148,74,295,N
3,21,2,905,5,66,11,235,N
3,18,6,600,12,209,13,363,N
12,4,7,1931,6,0,43,270,Y
2,7,1,851,5,7,204,449,N
10,4,2,1011,1,56,51,508,N
10,18,3,1050,12,0,163,366,Y
6,18,6,1414,6,0,163,366,N
2,25,5,1445,8,62,274,626,Y
11,13,1,828,16,53,32,100,N
10,29,7,1847,9,3,127,1491,N
2,13,1,1806,17,28,21,2398,N
3,11,5,946,5,5,12,469,N
12,12,1,737,3,26,11,531,N
3,30,3,1129,0,34,11,1745,N
7,30,6,1731,0,23,8,258,N
8,18,4,1945,0,12,13,732,N
11,11,6,1707,4,44,91,187,N
12,20,3,1900,4,35,73,361,Y
11,5,7,1436,9,3,9,1024,N
8,16,3,1306,2,273,35,218,N
12,2,5,1215,4,66,39,229,N
11,16,4,49,11,8,12,1334,N
1,23,1,1023,21,53,81,163,N
2,28,1,745,9,101,11,528,N
2,19,6,1128,5,7,8,449,N
4,6,3,643,0,10,0,868,N
7,10,7,1903,3,48,60,770,N
5,1,1,1456,5,157,27,1023,N
7,27,3,1841,9,3,73,819,N
2,20,7,2022,4,11,55,258,Y
8,4,4,1535,4,16,103,919,N
10,8,7,1152,1,34,50,2136,N
11,22,3,1655,14,94,11,344,N
4,3,1,1254,0,53,37,2398,N
3,12,6,1320,5,66,1,957,Y
12,23,6,740,10,185,0,89,Y
1,6,4,649,2,112,12,351,N
8,8,2,1036,4,86,17,1848,N
9,19,1,1132,8,30,54,1449,N
4,23,6,1917,3,97,20,451,N
9,6,2,1619,4,20,73,389,N
6,14,3,1025,4,10,10,621,N
3,2,4,1024,10,14,0,927,N
11,8,3,2031,19,21,35,1065,Y
6,11,6,1100,4,42,39,611,N
3,24,4,757,20,86,29,861,N
10,5,3,2200,12,0,208,564,Y
11,26,7,1905,4,46,40,248,N
10,2,7,706,0,60,61,1086,N
12,22,5,1355,0,42,0,1217,Y
3,23,3,1354,5,27,16,1020,Y
10,22,6,1108,0,36,0,592,N
5,21,6,1448,17,45,39,861,N
4,23,6,2201,6,0,35,745,N
2,9,3,1721,5,66,64,548,N
6,21,3,1717,4,144,26,358,N
9,29,5,2036,2,92,0,1021,N
11,4,5,923,5,66,76,1087,N
7,31,1,1042,10,25,20,109,N
8,4,4,816,6,21,13,581,N
3,2,4,1801,1,1,20,2136,N
3,6,1,1128,1,47,60,1557,Y
8,22,1,658,0,23,5,733,N
1,1,7,1739,7,45,105,399,Y
7,1,6,927,3,198,24,116,N
12,12,2,1048,4,35,31,407,Y
11,27,1,1637,9,48,60,770,N
5,3,2,1851,2,51,119,438,N
4,14,5,1213,10,187,0,164,N
4,5,2,1344,13,19,36,372,N
5,19,4,1040,0,48,0,551,N
7,15,5,1640,9,28,60,967,N
11,4,6,2317,9,30,11,1721,N
9,9,5,1222,11,0,12,689,N
9,18,1,1333,3,75,11,557,N
7,31,1,1950,0,23,88,867,N
8,5,6,1817,12,0,223,443,Y
7,26,3,2254,0,12,18,190,Y
5,1,7,1200,7,61,6,879,Y
2,22,3,1054,10,182,0,603,N
6,6,2,1002,3,34,26,373,N
3,20,7,1104,7,82,106,268,N
8,23,2,1134,8,170,89,183,N
9,7,3,636,9,60,37,2565,N
2,7,1,1050,4,97,20,451,N
10,2,7,2001,5,47,27,453,N
9,23,5,1159,0,12,74,551,N
10,18,2,558,0,50,0,190,N
7,1,5,1934,9,47,60,1557,Y
8,1,1,1754,4,55,47,612,N
11,10,4,1948,4,10,55,304,Y
1,1,6,738,7,182,6,325,N
7,9,6,924,5,66,76,1087,N
1,13,4,1742,11,60,10,2548,Y
12,13,3,1009,4,22,133,437,Y
3,24,5,1055,19,39,57,1069,N
8,11,4,1940,10,44,0,354,N
8,8,1,616,9,28,20,337,N
11,14,2,1212,3,25,20,109,N
6,14,2,1537,12,143,13,795,N
5,23,2,1445,3,23,248,160,N
12,14,3,1756,15,27,60,1619,Y
3,7,1,653,2,150,12,201,N
7,25,2,1035,2,51,41,191,N
1,4,2,2126,8,62,11,2846,N
2,22,3,1540,7,58,6,170,Y
12,2,6,1839,4,35,55,446,N
1,9,1,725,11,60,88,200,N
7,30,6,2248,18,11,61,2175,N
2,6,1,1655,12,151,13,821,Y
10,3,2,1122,1,0,17,1587,N
4,12,2,1449,7,0,71,669,N
11,12,7,2002,1,23,29,678,Y
1,18,3,1926,6,23,13,606,N
12,23,5,1406,2,250,2,339,N
7,2,6,840,4,8,68,361,N
10,17,1,1415,11,51,76,956,N
3,7,1,1728,5,106,27,238,N
2,12,7,1950,4,11,8,1372,N
3,22,3,1258,4,86,97,828,N
5,9,1,754,20,94,5,396,N
3,11,5,710,10,151,11,416,N
6,8,4,1709,6,56,48,1005,Y
6,26,7,1940,12,186,13,143,Y
8,19,6,1649,14,19,66,239,N
11,15,3,726,0,47,0,1302,N
6,4,7,1037,6,10,13,1587,N
6,11,6,1421,6,43,13,134,N
10,20,5,1047,12,38,13,640,N
9,25,7,1441,6,33,13,453,N
2,14,2,1758,0,105,0,1158,N
3,11,5,958,10,71,11,116,N
9,13,2,1410,0,27,0,1389,N
11,3,5,1705,12,7,13,906,N
5,1,1,1748,20,181,127,406,N
8,4,5,1422,10,45,48,187,Y
2,1,3,1434,5,5,103,392,N
8,6,7,1131,4,22,91,239,N
6,12,7,859,10,64,0,313,Y
2,15,3,1133,4,6,127,883,N
8,24,3,1240,3,198,34,526,N
1,30,7,723,0,86,5,950,N
11,19,7,1316,0,141,0,1313,N
6,3,5,753,7,82,103,539,N
4,21,4,1104,7,0,79,528,N
2,5,6,1639,0,21,11,1182,Y
10,2,7,1709,11,12,35,1372,N
7,6,3,1112,1,113,105,634,N
4,22,5,2032,11,60,138,209,N
5,19,5,837,9,34,127,2329,N
7,27,3,755,5,56,16,1307,N
4,26,2,1839,3,28,196,462,N
12,27,3,921,2,81,12,429,N
2,27,7,2243,12,205,13,223,Y
3,31,5,1956,3,16,83,188,N
8,12,5,1501,2,1,12,1117,N
6,13,2,900,6,6,13,545,N
3,8,2,627,0,34,11,1745,N
8,18,5,1508,10,93,0,540,N
8,13,7,2239,19,39,99,264,N
7,2,7,1837,1,86,51,468,N
8,14,7,1115,10,45,105,399,Y
11,5,6,2008,6,0,157,445,N
11,25,5,1615,4,113,91,816,N
8,13,6,609,8,149,9,224,N
10,20,4,1653,3,72,196,116,N
8,2,3,824,9,3,17,602,N
6,8,3,2130,4,10,55,304,N
10,5,4,1922,5,5,41,625,N
1,16,1,1148,11,21,12,965,N
8,28,7,1600,4,76,115,187,N
1,25,2,2237,3,34,169,267,N
4,17,1,2056,2,60,22,284,Y
9,3,7,1830,7,82,41,1024,N
5,15,7,1745,4,69,74,246,N
5,15,1,556,9,23,5,733,N
2,14,1,823,6,34,6,1900,N
11,22,2,1348,19,35,179,353,N
4,22,5,1257,2,51,149,878,N
10,26,3,740,1,98,51,428,N
8,22,1,944,21,53,134,102,N
8,3,3,2030,7,108,6,226,N
8,9,2,1805,3,28,87,191,N
3,22,2,1600,8,144,9,937,Y
11,26,7,1228,4,47,50,267,N
11,25,6,1410,4,16,31,368,N
12,12,2,2028,0,12,31,1055,N
1,12,4,1646,14,19,3,742,N
4,6,4,1500,4,100,127,328,N
10,28,5,2013,9,3,55,853,N
2,18,6,1258,4,35,31,407,Y
4,16,7,1659,11,34,12,1379,N
3,19,7,2020,7,82,248,411,Y
11,3,4,930,4,35,24,543,N
7,16,7,1320,4,32,28,342,N
9,5,2,2152,20,0,71,669,Y
1,31,2,1554,6,21,88,1237,N
1,25,3,1547,5,7,97,503,N
4,13,3,932,5,168,16,490,N
3,10,4,609,8,149,9,224,N
11,8,2,955,4,42,92,288,Y
12,12,2,1025,12,0,82,214,N
11,1,3,1120,17,12,39,797,N
7,29,5,1713,0,11,20,236,N
12,18,1,2229,3,28,26,86,N
1,26,4,2147,0,23,88,867,N
6,27,1,902,2,51,93,429,N
2,11,6,727,4,72,42,444,N
12,19,1,929,3,23,2,316,N
7,7,5,2128,1,60,31,2227,Y
4,24,7,1140,0,57,0,1121,N
1,19,3,855,0,10,0,868,N
1,29,7,625,19,86,48,944,N
4,2,6,1347,6,56,13,406,N
10,31,1,813,11,60,16,1008,Y
10,1,7,1002,3,16,130,601,N
7,26,2,620,7,131,6,83,N
12,22,4,826,0,55,0,631,N
10,2,7,1207,5,32,16,1576,N
11,14,2,1137,20,196,13,644,N
9,17,6,1350,4,21,47,197,N
6,15,4,1206,1,10,14,1671,N
7,22,5,1735,7,7,6,596,Y
6,9,5,1912,10,64,0,313,N
9,20,2,1103,3,34,184,109,N
5,26,5,1758,11,42,12,1235,N
9,12,1,1015,3,3,165,692,N
3,15,2,2013,6,0,123,264,N
8,22,2,1515,19,60,77,1608,N
3,21,2,1316,0,23,37,1846,N
8,30,2,1110,4,2,29,336,N
6,7,3,1247,9,28,60,967,N
7,21,4,617,15,30,60,1024,N
5,4,4,625,4,42,39,611,N
12,30,6,915,12,0,106,640,N
5,8,7,953,12,79,13,448,N
5,20,6,1424,14,3,153,301,N
4,20,4,1353,0,48,28,1570,N
3,7,2,1104,10,96,0,190,N
11,8,2,1141,3,40,37,522,Y
2,14,1,2038,18,10,9,1107,N
11,4,5,859,6,0,97,432,N
10,17,1,1729,3,16,90,1027,N
12,26,2,1251,10,82,11,264,N
4,14,4,658,11,86,12,853,N
9,8,4,730,7,116,88,201,N
6,23,4,2257,1,17,15,185,N
12,4,7,2005,4,148,80,289,Y
2,14,2,1238,1,9,51,644,N
5,26,4,1307,12,169,13,377,N
7,25,2,737,0,23,0,802,Y
5,25,3,1750,15,3,28,846,N
4,30,6,1252,4,86,92,1073,Y
1,16,7,1902,9,19,26,2358,N
7,4,1,1725,10,12,217,134,Y
9,21,3,1415,19,21,30,901,N
6,26,7,2221,19,35,48,2576,N
7,25,2,1959,2,60,52,282,Y
12,14,4,1848,4,4,60,895,Y
9,2,6,1658,0,57,0,1121,Y
6,28,3,1216,9,28,11,1846,Y
6,12,7,1225,3,36,60,72,Y
4,13,4,1904,15,3,97,977,N
6,27,2,1827,4,4,130,1440,Y
